title,author,department,keywords,retrieve_date,abstract,published_date,url
基于密度峰值的标签传播社区发现算法 网络首发,刘佳会,西安科技大学计算机科学与技术学院,密度峰值聚类|局部相似度|标签传播|社区发现,2023-05-15 07:33:10,"针对标签传播算法中节点启动顺序和更新标签的随机性造成的结果不稳定问题，提出一种新标签传播算法用于复杂网络社区检测(Density Peaks and Node Similarity,DPNS-LPA)，包括社区中心的确定和外围节点的标签传播。首先利用大度节点不利指标、Jaccard指标和度为1节点的结构特性刻画节点局部相似性指标，并用此指标度量节点间距离和解决最大标签相同时的随机选择；然后引入改进的密度峰值聚类算法寻找社区中心，确定社区数量；最后基于社区中心和外围节点的标签传播，得到最终的社区划分结果。通过人工网络和真实网络上的实验，结果表明标准化互信息、模块度和D-Score指标值优于对比算法，所提出的算法可以有效发现复杂网络中的社区结构，且鲁棒性更高。",2023-03-07 13:37,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=9&recid=&FileName=JSYJ2023030600L&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=51.1196.TP.20230306.1143.021
基于密度峰值的标签传播社区发现算法 网络首发,王秋红,中国电子科技集团有限公司第所,密度峰值聚类|局部相似度|标签传播|社区发现,2023-05-15 07:33:10,"针对标签传播算法中节点启动顺序和更新标签的随机性造成的结果不稳定问题，提出一种新标签传播算法用于复杂网络社区检测(Density Peaks and Node Similarity,DPNS-LPA)，包括社区中心的确定和外围节点的标签传播。首先利用大度节点不利指标、Jaccard指标和度为1节点的结构特性刻画节点局部相似性指标，并用此指标度量节点间距离和解决最大标签相同时的随机选择；然后引入改进的密度峰值聚类算法寻找社区中心，确定社区数量；最后基于社区中心和外围节点的标签传播，得到最终的社区划分结果。通过人工网络和真实网络上的实验，结果表明标准化互信息、模块度和D-Score指标值优于对比算法，所提出的算法可以有效发现复杂网络中的社区结构，且鲁棒性更高。",2023-03-07 13:37,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=9&recid=&FileName=JSYJ2023030600L&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=51.1196.TP.20230306.1143.021
基于密度峰值聚类标签传播的社区发现方法,汤非易,广州番禺职业技术学院信息工程学院,社区发现|标签传播|密度峰值|节点加权|复杂网络,2023-05-15 07:33:31,社区发现的目标是发现复杂网络的结构、行为和组织形式。标签传播算法是一种快速有效的社区发现算法，然而在初始的标签传播算法中，节点的结构信息和特征信息没有得到充分利用，且存在标签传播过程不稳定的问题。针对上述问题，文章提出了一种基于改进的密度峰值聚类算法和标签传播算法的有向加权复杂网络社区发现算法(DPC-LPA)。该算法首先根据节点的结构和特征对其进行加权，充分利用了结构信息和特征信息；然后，采用改进的密度峰值聚类算法来寻找网络的社区中心，并据此构建初始社区，提高了社区划分的质量；其次，基于节点相似度和节点权重，合理确定标签传播的更新顺序，并通过衡量节点间标签传播的强度来完成标签传播，解决了标签传播算法不稳定的问题。最后，在CiteSeer、Cora、WebKB和SCHOLAT真实数据集上，将DPC-LPA算法与DCN、WCF-LPA、CLPE算法进行对比实验。实验结果证明了DPC-LPA算法的可行性和有效性：从模块度来看，利用DPC-LPA算法划分的社区具有更加显著的社区结构；从调整兰德系数来看，DPC-LPA算法的社区划分质量更稳定；从运行时间来看，DPC-LPA算法具有较高的效率。,2023-02-25,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=11&recid=&FileName=HNSF202301007&DbName=CJFDAUTO&DbCode=CJFD&yx=&pr=&URLID=
基于密度峰值聚类标签传播的社区发现方法,毛承洁,华南师范大学计算机学院,社区发现|标签传播|密度峰值|节点加权|复杂网络,2023-05-15 07:33:31,社区发现的目标是发现复杂网络的结构、行为和组织形式。标签传播算法是一种快速有效的社区发现算法，然而在初始的标签传播算法中，节点的结构信息和特征信息没有得到充分利用，且存在标签传播过程不稳定的问题。针对上述问题，文章提出了一种基于改进的密度峰值聚类算法和标签传播算法的有向加权复杂网络社区发现算法(DPC-LPA)。该算法首先根据节点的结构和特征对其进行加权，充分利用了结构信息和特征信息；然后，采用改进的密度峰值聚类算法来寻找网络的社区中心，并据此构建初始社区，提高了社区划分的质量；其次，基于节点相似度和节点权重，合理确定标签传播的更新顺序，并通过衡量节点间标签传播的强度来完成标签传播，解决了标签传播算法不稳定的问题。最后，在CiteSeer、Cora、WebKB和SCHOLAT真实数据集上，将DPC-LPA算法与DCN、WCF-LPA、CLPE算法进行对比实验。实验结果证明了DPC-LPA算法的可行性和有效性：从模块度来看，利用DPC-LPA算法划分的社区具有更加显著的社区结构；从调整兰德系数来看，DPC-LPA算法的社区划分质量更稳定；从运行时间来看，DPC-LPA算法具有较高的效率。,2023-02-25,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=11&recid=&FileName=HNSF202301007&DbName=CJFDAUTO&DbCode=CJFD&yx=&pr=&URLID=
基于社区发现的网络舆情主题—情感动态监测模型研究,江长斌,武汉理工大学管理学院,网络舆情|动态监测|社区发现|主题挖掘|情感波动,2023-05-15 07:33:48,[目的/意义]探究热点事件网络社区的主题及情感波动，掌握舆情事件的演化过程，对于做好网络舆论引导、维护网络信息生态具有重要意义。[方法/过程]以社交关系构建社群网络，采用Louvain算法划分主题社区，基于此提取各阶段社区主题，并计算主题情感分布，多维度协同探究网络舆情的动态演化过程；最后以“孙海洋寻子圆梦”事件为例检验了模型的有效性。[结果/结论]网民会自发性地关注并讨论舆情事件的发展，并依据网络社交关系形成不同的主题社区，从而产生不同的情感波动。研究结果能够较好地反映出特定舆情事件的主题-情感演化过程。,2023-02-15,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=13&recid=&FileName=QBTS202302007&DbName=CJFDLAST2023&DbCode=CJFD&yx=&pr=&URLID=
基于社区发现的网络舆情主题—情感动态监测模型研究,王周阳,武汉理工大学管理学院,网络舆情|动态监测|社区发现|主题挖掘|情感波动,2023-05-15 07:33:48,[目的/意义]探究热点事件网络社区的主题及情感波动，掌握舆情事件的演化过程，对于做好网络舆论引导、维护网络信息生态具有重要意义。[方法/过程]以社交关系构建社群网络，采用Louvain算法划分主题社区，基于此提取各阶段社区主题，并计算主题情感分布，多维度协同探究网络舆情的动态演化过程；最后以“孙海洋寻子圆梦”事件为例检验了模型的有效性。[结果/结论]网民会自发性地关注并讨论舆情事件的发展，并依据网络社交关系形成不同的主题社区，从而产生不同的情感波动。研究结果能够较好地反映出特定舆情事件的主题-情感演化过程。,2023-02-15,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=13&recid=&FileName=QBTS202302007&DbName=CJFDLAST2023&DbCode=CJFD&yx=&pr=&URLID=
基于社区发现的网络舆情主题—情感动态监测模型研究,王虎,武汉理工大学管理学院,网络舆情|动态监测|社区发现|主题挖掘|情感波动,2023-05-15 07:33:48,[目的/意义]探究热点事件网络社区的主题及情感波动，掌握舆情事件的演化过程，对于做好网络舆论引导、维护网络信息生态具有重要意义。[方法/过程]以社交关系构建社群网络，采用Louvain算法划分主题社区，基于此提取各阶段社区主题，并计算主题情感分布，多维度协同探究网络舆情的动态演化过程；最后以“孙海洋寻子圆梦”事件为例检验了模型的有效性。[结果/结论]网民会自发性地关注并讨论舆情事件的发展，并依据网络社交关系形成不同的主题社区，从而产生不同的情感波动。研究结果能够较好地反映出特定舆情事件的主题-情感演化过程。,2023-02-15,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=13&recid=&FileName=QBTS202302007&DbName=CJFDLAST2023&DbCode=CJFD&yx=&pr=&URLID=
基于社区发现的网络舆情主题—情感动态监测模型研究,李汾萦,武汉理工大学管理学院,网络舆情|动态监测|社区发现|主题挖掘|情感波动,2023-05-15 07:33:48,[目的/意义]探究热点事件网络社区的主题及情感波动，掌握舆情事件的演化过程，对于做好网络舆论引导、维护网络信息生态具有重要意义。[方法/过程]以社交关系构建社群网络，采用Louvain算法划分主题社区，基于此提取各阶段社区主题，并计算主题情感分布，多维度协同探究网络舆情的动态演化过程；最后以“孙海洋寻子圆梦”事件为例检验了模型的有效性。[结果/结论]网民会自发性地关注并讨论舆情事件的发展，并依据网络社交关系形成不同的主题社区，从而产生不同的情感波动。研究结果能够较好地反映出特定舆情事件的主题-情感演化过程。,2023-02-15,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=13&recid=&FileName=QBTS202302007&DbName=CJFDLAST2023&DbCode=CJFD&yx=&pr=&URLID=
均衡相似程度和紧密程度的局部社区发现算法 网络首发,张霄宏,河南理工大学软件学院,社区发现|社区扩展|局部社区发现|相似程度|紧密程度,2023-05-15 07:34:06,基于局部扩展优化的社区发现方法因能有效揭示网络的社区结构、划分结果稳定等，备受关注。然而在这类方法中，如果种子节点选择不当、社区扩展过程中节点合并不当都会降低划分结果的合理性。此外，由于采用贪婪的扩展策略，其收敛速度受到了制约。针对以上问题，提出了均衡相似程度和紧密程度的局部社区发现算法。该算法利用节点间的相似程度和连接紧密程度构建种子社区，从种子社区出发以迭代的方式进行扩展直至收敛；在社区扩展过程中引入了一种两级筛选机制，利用该机制将在相似程度和连接紧密程度两方面优势均衡的多个节点合并到当前社区。通过构建种子社区和引入两级筛选机制提高社区划分结果的合理性。在社区扩展过程中引入合并策略，以优化算法收敛速度。在多个数据集上的对比实验证明了本文方法的正确性和有效性。,2023-02-09 13:42,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=15&recid=&FileName=XXWX2023020800C&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=21.1106.TP.20230209.0931.001
均衡相似程度和紧密程度的局部社区发现算法 网络首发,吴凤祥,河南理工大学计算机科学与技术学院,社区发现|社区扩展|局部社区发现|相似程度|紧密程度,2023-05-15 07:34:06,基于局部扩展优化的社区发现方法因能有效揭示网络的社区结构、划分结果稳定等，备受关注。然而在这类方法中，如果种子节点选择不当、社区扩展过程中节点合并不当都会降低划分结果的合理性。此外，由于采用贪婪的扩展策略，其收敛速度受到了制约。针对以上问题，提出了均衡相似程度和紧密程度的局部社区发现算法。该算法利用节点间的相似程度和连接紧密程度构建种子社区，从种子社区出发以迭代的方式进行扩展直至收敛；在社区扩展过程中引入了一种两级筛选机制，利用该机制将在相似程度和连接紧密程度两方面优势均衡的多个节点合并到当前社区。通过构建种子社区和引入两级筛选机制提高社区划分结果的合理性。在社区扩展过程中引入合并策略，以优化算法收敛速度。在多个数据集上的对比实验证明了本文方法的正确性和有效性。,2023-02-09 13:42,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=15&recid=&FileName=XXWX2023020800C&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=21.1106.TP.20230209.0931.001
均衡相似程度和紧密程度的局部社区发现算法 网络首发,贾会梅,河南中光学集团有限公司,社区发现|社区扩展|局部社区发现|相似程度|紧密程度,2023-05-15 07:34:06,基于局部扩展优化的社区发现方法因能有效揭示网络的社区结构、划分结果稳定等，备受关注。然而在这类方法中，如果种子节点选择不当、社区扩展过程中节点合并不当都会降低划分结果的合理性。此外，由于采用贪婪的扩展策略，其收敛速度受到了制约。针对以上问题，提出了均衡相似程度和紧密程度的局部社区发现算法。该算法利用节点间的相似程度和连接紧密程度构建种子社区，从种子社区出发以迭代的方式进行扩展直至收敛；在社区扩展过程中引入了一种两级筛选机制，利用该机制将在相似程度和连接紧密程度两方面优势均衡的多个节点合并到当前社区。通过构建种子社区和引入两级筛选机制提高社区划分结果的合理性。在社区扩展过程中引入合并策略，以优化算法收敛速度。在多个数据集上的对比实验证明了本文方法的正确性和有效性。,2023-02-09 13:42,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=15&recid=&FileName=XXWX2023020800C&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=21.1106.TP.20230209.0931.001
均衡相似程度和紧密程度的局部社区发现算法 网络首发,罗军伟,河南理工大学软件学院,社区发现|社区扩展|局部社区发现|相似程度|紧密程度,2023-05-15 07:34:06,基于局部扩展优化的社区发现方法因能有效揭示网络的社区结构、划分结果稳定等，备受关注。然而在这类方法中，如果种子节点选择不当、社区扩展过程中节点合并不当都会降低划分结果的合理性。此外，由于采用贪婪的扩展策略，其收敛速度受到了制约。针对以上问题，提出了均衡相似程度和紧密程度的局部社区发现算法。该算法利用节点间的相似程度和连接紧密程度构建种子社区，从种子社区出发以迭代的方式进行扩展直至收敛；在社区扩展过程中引入了一种两级筛选机制，利用该机制将在相似程度和连接紧密程度两方面优势均衡的多个节点合并到当前社区。通过构建种子社区和引入两级筛选机制提高社区划分结果的合理性。在社区扩展过程中引入合并策略，以优化算法收敛速度。在多个数据集上的对比实验证明了本文方法的正确性和有效性。,2023-02-09 13:42,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=15&recid=&FileName=XXWX2023020800C&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=21.1106.TP.20230209.0931.001
基于社区发现的社交网络影响力阻断最大化算法,慕志颖,西北工业大学深圳研究院,影响力阻断|社区发现|标签传播|社区合并,2023-05-15 07:34:24,随着社交网络的日益普及，社交网络已经成为信息传播的主要平台之一。由于对社交网络内容监管相对困难，导致一些负面信息容易快速扩散并产生较大的不良影响。影响力阻断最大化问题旨在寻找需要采用正影响的节点集，使信息传播过程中被负向消息影响的节点数量最小化。针对现有社交网络影响力阻断算法运行时间复杂度较高的问题，文章提出了基于社区发现的影响力阻断最大化算法，该算法首先使用社交网络节点的扩展h指数中心性来选择候选种子节点；然后以这些种子节点为起点，利用标签传播算法发现社交网络中的社区；接着通过计算社交网络社区的关系矩阵及当前关系矩阵的模块度对社区进行合并；最后，计算初始种子节点的标签度量等级，选取前k个节点作为具有最大阻断影响力的成员。实验结果表明，该算法阻断性能好，且时间复杂度低。,2023-01-10,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=17&recid=&FileName=XXAQ202301006&DbName=CJFDLAST2023&DbCode=CJFD&yx=&pr=&URLID=
基于社区发现的社交网络影响力阻断最大化算法,许加全,西北工业大学深圳研究院,影响力阻断|社区发现|标签传播|社区合并,2023-05-15 07:34:24,随着社交网络的日益普及，社交网络已经成为信息传播的主要平台之一。由于对社交网络内容监管相对困难，导致一些负面信息容易快速扩散并产生较大的不良影响。影响力阻断最大化问题旨在寻找需要采用正影响的节点集，使信息传播过程中被负向消息影响的节点数量最小化。针对现有社交网络影响力阻断算法运行时间复杂度较高的问题，文章提出了基于社区发现的影响力阻断最大化算法，该算法首先使用社交网络节点的扩展h指数中心性来选择候选种子节点；然后以这些种子节点为起点，利用标签传播算法发现社交网络中的社区；接着通过计算社交网络社区的关系矩阵及当前关系矩阵的模块度对社区进行合并；最后，计算初始种子节点的标签度量等级，选取前k个节点作为具有最大阻断影响力的成员。实验结果表明，该算法阻断性能好，且时间复杂度低。,2023-01-10,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=17&recid=&FileName=XXAQ202301006&DbName=CJFDLAST2023&DbCode=CJFD&yx=&pr=&URLID=
基于社区发现的社交网络影响力阻断最大化算法,李晓宇,西北工业大学深圳研究院,影响力阻断|社区发现|标签传播|社区合并,2023-05-15 07:34:24,随着社交网络的日益普及，社交网络已经成为信息传播的主要平台之一。由于对社交网络内容监管相对困难，导致一些负面信息容易快速扩散并产生较大的不良影响。影响力阻断最大化问题旨在寻找需要采用正影响的节点集，使信息传播过程中被负向消息影响的节点数量最小化。针对现有社交网络影响力阻断算法运行时间复杂度较高的问题，文章提出了基于社区发现的影响力阻断最大化算法，该算法首先使用社交网络节点的扩展h指数中心性来选择候选种子节点；然后以这些种子节点为起点，利用标签传播算法发现社交网络中的社区；接着通过计算社交网络社区的关系矩阵及当前关系矩阵的模块度对社区进行合并；最后，计算初始种子节点的标签度量等级，选取前k个节点作为具有最大阻断影响力的成员。实验结果表明，该算法阻断性能好，且时间复杂度低。,2023-01-10,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=17&recid=&FileName=XXAQ202301006&DbName=CJFDLAST2023&DbCode=CJFD&yx=&pr=&URLID=
一种基于节点影响力的重叠社区发现算法,姚越,北京劳动保障职业学院,重叠社区|信息熵|标签传播|节点重要性|节点影响力,2023-05-15 07:34:42,基于标签传播的COPRA重叠社区发现算法在初始节点选取及标签更新中的随机性而导致社区发现不稳定的问题，充分考量节点个体属性及节点间的关联度量，该文提出一种基于节点影响力的NI-COPRA算法。首先，提出基于信息熵的EnRenew算法度量节点重要性，以确定节点标签更新顺序；其次，设计一种融合节点重要性和相似性的节点影响力度量方法，进一步确定社区隶属系数并进行标签传播；最后，基于节点标签实现重叠社区发现。在真实网络和人工生成网络上进行验证，实验结果表明，算法在EQ与NMI两类指标上优于其他算法，提高重叠社区发现准确性。,2023-01-08,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=19&recid=&FileName=CXYY202301009&DbName=CJFDLAST2023&DbCode=CJFD&yx=&pr=&URLID=
一种基于节点影响力的重叠社区发现算法,程晓辉,北京劳动保障职业学院,重叠社区|信息熵|标签传播|节点重要性|节点影响力,2023-05-15 07:34:42,基于标签传播的COPRA重叠社区发现算法在初始节点选取及标签更新中的随机性而导致社区发现不稳定的问题，充分考量节点个体属性及节点间的关联度量，该文提出一种基于节点影响力的NI-COPRA算法。首先，提出基于信息熵的EnRenew算法度量节点重要性，以确定节点标签更新顺序；其次，设计一种融合节点重要性和相似性的节点影响力度量方法，进一步确定社区隶属系数并进行标签传播；最后，基于节点标签实现重叠社区发现。在真实网络和人工生成网络上进行验证，实验结果表明，算法在EQ与NMI两类指标上优于其他算法，提高重叠社区发现准确性。,2023-01-08,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=19&recid=&FileName=CXYY202301009&DbName=CJFDLAST2023&DbCode=CJFD&yx=&pr=&URLID=
